iter,method,coef,se,CI_left,CI_right
1,Tlearner,1.11408328400975,0.0241237144972799,1.06680167242175,1.16136489559774
1,Rlearner,1.11164718750622,0.0230475047818632,1.06647490820026,1.15681946681219
1,intercept,1.10778418402996,0.0230716192943798,1.06256381021297,1.15300455784694
1,AIPW,1.44627172909664,0.190489771836908,1.0729117762963,1.81963168189698
2,Tlearner,1.0942919515551,0.0318971734832304,1.03177464031934,1.15680926279086
2,Rlearner,1.0674956368333,0.028926623761829,1.01080049606577,1.12419077760082
2,intercept,1.0674956368333,0.0289266237618291,1.01079945426011,1.12419181940648
2,AIPW,1.42827527739719,0.204930094274123,1.02661229261991,1.82993826217448
3,Tlearner,1.09901010142807,0.0242081269809216,1.05156304441229,1.14645715844385
3,Rlearner,1.11137365207052,0.0241938342844516,1.06395460822506,1.15879269591598
3,intercept,1.11137365207052,0.0241938342844516,1.063953736873,1.15879356726805
3,AIPW,1.26553829130769,0.0926903197076701,1.08386526468065,1.44721131793472
4,Tlearner,1.05754571898027,0.0240297391322336,1.0104482957232,1.10464314223734
4,Rlearner,1.08045661357451,0.0240641489741448,1.03329174826658,1.12762147888244
4,intercept,1.08016417672352,0.0244359625386719,1.03226969014772,1.12805866329932
4,AIPW,1.31845406874944,0.114143501039559,1.0947328067119,1.54217533078698
5,Tlearner,1.13513193350451,0.0440286609354539,1.04883734378349,1.22142652322552
5,Rlearner,1.16362258998717,0.0444083705058644,1.07658378318357,1.25066139679078
5,intercept,1.16362258998717,0.0444083705058644,1.07658218379568,1.25066299617867
5,AIPW,1.45937220258736,0.124600770207372,1.21515469298092,1.70358971219381
6,Tlearner,1.18059472400748,0.0361771008073125,1.10968890936007,1.25150053865488
6,Rlearner,1.19350902593753,0.0361224365840234,1.12271035119901,1.26430770067605
6,intercept,1.19350902593753,0.0361224365840234,1.12270905023285,1.26430900164222
6,AIPW,2.44679214033121,1.08886473423408,0.312617261232414,4.58096701943
7,Tlearner,1.10972098099799,0.023522245077208,1.06361822781114,1.15582373418485
7,Rlearner,1.1215330768753,0.0238284485128701,1.07483017598261,1.16823597776799
7,intercept,1.1215330768753,0.0238284485128701,1.07482931779007,1.16823683596052
7,AIPW,2.03898080104933,0.863192570188475,0.34712336347992,3.73083823861874
8,Tlearner,1.18475514417635,0.0463932519376343,1.09382604125289,1.2756842470998
8,Rlearner,1.2603057160334,0.035803232971354,1.19013266887945,1.33047876318735
8,intercept,1.18422441207211,0.0391550881158107,1.10748043936512,1.2609683847791
8,AIPW,1.80191674173507,0.274423120964929,1.2640474246438,2.33978605882633
9,Tlearner,1.12982907256626,0.0404388772150636,1.0505703296495,1.20908781548302
9,Rlearner,1.15013592683653,0.0409419766420832,1.06989112716217,1.2303807265109
9,intercept,1.15013592683653,0.0409419766420832,1.06988965261805,1.23038220105501
9,AIPW,1.76621727858765,0.316925046742483,1.14504418697238,2.38739037020292
10,Tlearner,1.08340830713798,0.0229372174931202,1.0384521869459,1.12836442733006
10,Rlearner,1.1010240201641,0.0238213804447588,1.05433497243034,1.14771306789785
10,intercept,1.1010240201641,0.0238213804447588,1.05433411449237,1.14771392583583
10,AIPW,1.3773398635089,0.118173693606588,1.14571942403999,1.60896030297782
11,Tlearner,1.14117394555047,0.0268097934796658,1.08862771589737,1.19372017520357
11,Rlearner,1.1602018687688,0.0297346060911501,1.10192311173566,1.21848062580194
11,intercept,1.1602018687688,0.0297346060911501,1.10192204083015,1.21848169670745
11,AIPW,1.783221459255,0.324658282831283,1.14689122490568,2.41955169360431
12,Tlearner,1.11550786249872,0.0244166464542232,1.06765211482519,1.16336361017224
12,Rlearner,1.149349590968,0.0252514269289968,1.09985770362892,1.19884147830708
12,intercept,1.149349590968,0.0252514269289969,1.09985679418716,1.19884238774883
12,AIPW,1.3915251040109,0.173350866604179,1.05175740546671,1.7312928025551
13,Tlearner,1.19847075655472,0.0438938828148972,1.1124403270959,1.28450118601354
13,Rlearner,1.19651496442236,0.0359057894452526,1.12614091027318,1.26688901857153
13,intercept,1.19651496442235,0.0359057894452526,1.12613961710966,1.26689031173505
13,AIPW,1.88218992475299,0.305591898236574,1.2832298042093,2.48115004529667
14,Tlearner,1.10202214156371,0.0245049205365552,1.05399337986804,1.15005090325937
14,Rlearner,1.10409696967542,0.0245992208310477,1.05588338279882,1.15231055655202
14,intercept,1.10409696967542,0.0245992208310476,1.05588249684656,1.15231144250427
14,AIPW,1.23630679015599,0.0438158215906301,1.15042777983836,1.32218580047363
15,Tlearner,1.08447710458447,0.0250237831569575,1.03543139083989,1.13352281832905
15,Rlearner,1.07389907020447,0.0237342085954662,1.0273808761558,1.12041726425315
15,intercept,1.07389907020448,0.0237342085954662,1.02738002135736,1.12041811905159
15,AIPW,1.36355233922083,0.180674411831104,1.00943049203187,1.71767418640979
16,Tlearner,1.1278327749054,0.0281903600379662,1.07258068451977,1.18308486529103
16,Rlearner,1.13934230415777,0.0259274599173752,1.08852541650911,1.19015919180643
16,intercept,1.13934230415777,0.0259274599173752,1.08852448271971,1.19016012559582
16,AIPW,1.48350699162844,0.154268785822149,1.18114017141702,1.78587381183985
17,Tlearner,1.10850197250136,0.0245999296563102,1.06028699635277,1.15671694864994
17,Rlearner,1.11655302963845,0.0251594078285299,1.06724149642218,1.16586456285472
17,intercept,1.11550232887982,0.0255449505873032,1.0654342257287,1.16557043203093
17,AIPW,3.00092521813079,1.65362770741265,-0.240185088398015,6.24203552465959
18,Tlearner,1.23572539406779,0.0882841302235626,1.06269167842317,1.40875910971242
18,Rlearner,1.20150709288088,0.0629046682406983,1.07821620866967,1.32479797709209
18,intercept,1.20150709288088,0.0629046682406983,1.07821394312911,1.32480024263264
18,AIPW,1.92370817190672,0.643485387830639,0.662476811758663,3.18493953205477
19,Tlearner,1.20483847988586,0.0306591428146688,1.14474766417224,1.26492929559948
19,Rlearner,1.24050102799365,0.0262428113909402,1.18906606281433,1.29193599317297
19,intercept,1.17669027597831,0.028252341254286,1.12131568711991,1.23206486483671
19,AIPW,1.39204783841318,0.0751598695434604,1.244734494108,1.53936118271836
20,Tlearner,1.10578074165886,0.0228972319648319,1.06090299166213,1.15065849165559
20,Rlearner,1.13199824164345,0.0228334926570751,1.08724541839433,1.17675106489258
20,intercept,1.13199824164346,0.022833492657075,1.08724459603559,1.17675188725132
20,AIPW,1.35966424617268,0.196608381875739,0.974311817696233,1.74501667464913
21,Tlearner,1.1219747984271,0.0229399567862208,1.0770133093192,1.166936287535
21,Rlearner,1.13320611879673,0.0224226217778069,1.08925858767327,1.1771536499202
21,intercept,1.13520403143691,0.022686679187074,1.09073814023025,1.17966992264358
21,AIPW,1.23960891616876,0.0527673555825484,1.13618489922697,1.34303293311056
22,Tlearner,1.15597914750647,0.0311516483336007,1.09492303871356,1.21703525629939
22,Rlearner,1.15646647867363,0.0281322166526395,1.10132834722917,1.21160461011808
22,intercept,1.15125252384056,0.0288471940296211,1.0947120235425,1.20779302413861
22,AIPW,4.43981483637997,2.97903005376045,-1.3990840689905,10.2787137417504
23,Tlearner,1.06155411489376,0.0243461912376828,1.01383645690717,1.10927177288034
23,Rlearner,1.08406166112462,0.0233501102639288,1.03829628597228,1.12982703627696
23,intercept,1.08406166112462,0.0233501102639288,1.03829544500732,1.12982787724192
23,AIPW,1.19777228968183,0.0744830193970548,1.05178557166361,1.34375900770006
24,Tlearner,1.42170153543598,0.249289991218902,0.933102130940627,1.91030093993134
24,Rlearner,1.36204074665736,0.183175060300458,1.00302422560251,1.72105726771221
24,intercept,1.34764712252876,0.185044730619168,0.984959450515193,1.71033479454233
24,AIPW,6.06815417454214,3.95627745739052,-1.68614964194328,13.8224579910276
25,Tlearner,1.07801727168408,0.0234301810355993,1.03209496070305,1.12393958266511
25,Rlearner,1.09923778843401,0.0236842600082372,1.05281749181738,1.14565808505064
25,intercept,1.10395275239035,0.023809081137082,1.05728695336167,1.15061855141903
25,AIPW,1.83464695029939,0.6607626919036,0.53955207416833,3.12974182643044
26,Tlearner,1.15829453002663,0.0310792777846646,1.09738026490317,1.21920879515009
26,Rlearner,1.12971530530399,0.0310023007387827,1.0689519124181,1.19047869818988
26,intercept,1.12971530530399,0.0310023007387827,1.06895079585597,1.190479814752
26,AIPW,1.7473386875737,0.275724410194392,1.20691884359269,2.28775853155471
27,Tlearner,1.12071473897155,0.0245753584783594,1.07254792144681,1.1688815564963
27,Rlearner,1.13010045523071,0.0244188281161235,1.08224043157843,1.17796047888298
27,intercept,1.13010045523071,0.0244188281161235,1.08223955212311,1.17796135833831
27,AIPW,1.33457463056976,0.090504309578755,1.1571861837954,1.51196307734412
28,Tlearner,1.12747118069758,0.0232909228977527,1.08182181065128,1.17312055074387
28,Rlearner,1.1202030831068,0.0226675984153609,1.07577540659667,1.16463075961692
28,intercept,1.12303764078828,0.0227554122331339,1.07843703281134,1.16763824876523
28,AIPW,1.18793007013227,0.037582288064564,1.11426878552572,1.26159135473881
29,Tlearner,1.17185003634096,0.0273037571971416,1.11833565559194,1.22536441708998
29,Rlearner,1.20011451636213,0.025337431930446,1.15045406231772,1.24977497040654
29,intercept,1.17800260005328,0.0258266558721615,1.12738235454385,1.22862284556272
29,AIPW,1.82509476234552,0.459377387062118,0.92471508370377,2.72547444098727
30,Tlearner,1.12919868049572,0.0246587871696231,1.08086834574082,1.17752901525062
30,Rlearner,1.16407189296699,0.0241495793769176,1.11673958714644,1.21140419878754
30,intercept,1.13953416143664,0.024734426842637,1.09105468482507,1.1880136380482
30,AIPW,1.49827409243807,0.219571446731455,1.06791405684442,1.92863412803173
31,Tlearner,1.19669985082842,0.067939508982563,1.06354086009526,1.32985884156158
31,Rlearner,1.22984905991743,0.0700801745375558,1.09249444179354,1.36720367804132
