iter,method,coef,se,CI_left,CI_right
1,Tlearner,0.941882580731955,0.0686118896738664,0.807405748059941,1.07635941340397
1,Rlearner,0.933393106323595,0.0694614749728423,0.797251117063793,1.0695350955834
1,intercept,1.16514718016754,0.0774127024036066,1.01341828345647,1.31687607687861
1,AIPW,0.982955305363261,0.0754486220256216,0.835076006193043,1.13083460453348
2,Tlearner,0.940835097808395,0.0642891537332915,0.814830671894585,1.06683952372221
2,Rlearner,0.932724542613017,0.0643651625262715,0.806571142202458,1.05887794302358
2,intercept,0.969844378593434,0.0732834799956754,0.82620875780191,1.11347999938496
2,AIPW,0.822187005984286,0.111968431820343,0.602728879616414,1.04164513235216
3,Tlearner,0.982382426065297,0.0638273370893942,0.857283144140987,1.10748170798961
3,Rlearner,0.986852884706122,0.0646117069998884,0.860216266006686,1.11348950340556
3,intercept,1.04370164646094,0.0792511599754202,0.888369372909113,1.19903392001276
3,AIPW,1.0166066425208,0.0697119606514349,0.879971199643985,1.15324208539761
4,Tlearner,0.932494867086329,0.0673151242016727,0.80055964803621,1.06443008613645
4,Rlearner,0.933301739930742,0.0679385771482344,0.800144575559307,1.06645890430218
4,intercept,0.991758920941606,0.07808926595015,0.838703959679313,1.1448138822039
4,AIPW,0.943834451696887,0.0700916653384784,0.80645478763347,1.08121411576031
5,Tlearner,0.994253918041907,0.0643759548619248,0.868079365042159,1.12042847104166
5,Rlearner,0.991442957691432,0.0633143031345514,0.86734920384146,1.1155367115414
5,intercept,1.02796831564639,0.0728059051528168,0.885268741546874,1.17066788974592
5,AIPW,0.994322102302804,0.0709175016765263,0.855323799016812,1.1333204055888
6,Tlearner,0.92985161956229,0.067139123063565,0.7982613564041,1.06144188272048
6,Rlearner,0.943831110677432,0.0661407136932833,0.814197693926822,1.07346452742804
6,intercept,1.05969647529405,0.0758748390702482,0.91098179071636,1.20841115987173
6,AIPW,0.91689349844126,0.0819128161765167,0.756344378735287,1.07744261814723
7,Tlearner,0.984670354712205,0.0622575973713839,0.862647706100297,1.10669300332411
7,Rlearner,0.993776861962455,0.0608989882607203,0.874417038276516,1.11313668564839
7,intercept,1.05344692318399,0.0711586315271392,0.913976005390799,1.19291784097718
